Partida,Tabuleiro,Vencedor,Vitorias Jogador 1,Vitorias Jogador 2,Empates
467,"[1, 1, 0, -1, -1, -1, 1, 1, -1]",-1,271,141,55
468,"[1, 1, -1, -1, -1, 1, -1, 1, 0]",-1,271,142,55
469,"[1, -1, 1, -1, 1, 1, -1, 1, -1]",,271,142,56
470,"[-1, 1, 1, -1, -1, 1, 1, -1, 1]",1,272,142,56
471,"[1, -1, 1, 1, -1, -1, 1, 1, -1]",1,273,142,56
472,"[0, 1, 0, 1, 1, -1, -1, 1, -1]",1,274,142,56
473,"[1, 0, -1, 1, 1, 1, 0, -1, -1]",1,275,142,56
474,"[1, 1, -1, -1, 1, 1, -1, -1, 1]",1,276,142,56
475,"[-1, 1, 1, 1, 1, -1, 1, -1, -1]",1,277,142,56
476,"[1, 1, -1, 1, 1, -1, -1, -1, 1]",1,278,142,56
477,"[1, 0, 1, -1, -1, -1, 0, 1, 0]",-1,278,143,56
478,"[1, 1, -1, 1, 1, -1, -1, -1, 1]",1,279,143,56
479,"[-1, 1, 1, -1, -1, -1, 1, 0, 1]",-1,279,144,56
480,"[1, -1, 1, -1, -1, 1, 1, 1, -1]",,279,144,57
481,"[1, 1, -1, 0, 1, -1, 0, 0, -1]",-1,279,145,57
482,"[-1, -1, 1, 1, -1, 0, 1, 1, -1]",-1,279,146,57
483,"[1, -1, -1, 1, 1, -1, -1, 1, 1]",1,280,146,57
484,"[0, -1, 1, -1, 1, -1, 1, 1, 0]",1,281,146,57
485,"[0, 0, 0, 1, 1, 1, -1, -1, 0]",1,282,146,57
486,"[1, 0, 0, 1, -1, 0, 1, 0, -1]",1,283,146,57
487,"[1, 1, -1, 0, -1, 1, -1, 0, 0]",-1,283,147,57
488,"[-1, 0, 1, 1, 1, 1, -1, 0, -1]",1,284,147,57
489,"[-1, 1, 1, 0, -1, 1, 0, -1, 1]",1,285,147,57
490,"[-1, -1, -1, 0, 1, 1, 0, 0, 1]",-1,285,148,57
491,"[-1, 1, 0, 1, -1, 0, 0, 1, -1]",-1,285,149,57
492,"[0, 1, 1, 1, 0, 0, -1, -1, -1]",-1,285,150,57
493,"[-1, 1, 0, -1, -1, 1, -1, 1, 1]",-1,285,151,57
494,"[0, -1, 0, 1, 1, 1, -1, 1, -1]",1,286,151,57
495,"[-1, -1, -1, 1, 0, 0, 1, 1, 0]",-1,286,152,57
496,"[-1, 1, 1, -1, -1, 1, 0, 1, -1]",-1,286,153,57
497,"[1, -1, 1, 1, -1, -1, 1, 1, -1]",1,287,153,57
498,"[1, -1, -1, 1, -1, 0, 1, 1, 0]",1,288,153,57
499,"[1, 1, 1, 0, 0, -1, 1, -1, -1]",1,289,153,57
500,"[-1, 1, -1, 1, 1, 1, 1, -1, -1]",1,290,153,57
501,"[1, 1, 1, 1, -1, -1, 1, -1, -1]",1,291,153,57
502,"[-1, 1, -1, 1, 1, 1, -1, -1, 1]",1,292,153,57
503,"[-1, 0, 1, -1, 1, -1, 1, 1, 0]",1,293,153,57
504,"[-1, 1, 1, -1, -1, 1, 1, -1, 1]",1,294,153,57
505,"[1, -1, -1, 0, 1, -1, 1, 0, 1]",1,295,153,57
506,"[1, 0, 0, 1, 1, -1, -1, -1, 1]",1,296,153,57
507,"[-1, 0, 1, 0, 1, -1, 1, 1, -1]",1,297,153,57
508,"[0, 1, -1, 0, -1, 1, -1, 1, 0]",-1,297,154,57
509,"[-1, 1, -1, 1, -1, 1, -1, 0, 1]",-1,297,155,57
510,"[-1, 1, 1, 1, 1, 0, -1, -1, -1]",-1,297,156,57
511,"[-1, -1, 1, 1, -1, 0, 1, -1, 1]",-1,297,157,57
512,"[0, -1, 1, -1, 0, 1, 0, 0, 1]",1,298,157,57
513,"[0, -1, 0, 1, -1, 1, 0, -1, 1]",-1,298,158,57
514,"[1, -1, 1, -1, -1, 1, 1, 1, -1]",,298,158,58
515,"[1, 0, -1, 1, 0, -1, 1, 0, 0]",1,299,158,58
516,"[-1, 0, 1, 1, -1, -1, 1, 1, -1]",-1,299,159,58
517,"[1, -1, -1, -1, -1, 1, 1, 1, 1]",1,300,159,58
518,"[1, -1, -1, 0, 0, -1, 1, 1, 1]",1,301,159,58
519,"[1, -1, 1, -1, 1, -1, -1, 1, 1]",1,302,159,58
520,"[1, 1, 1, 0, -1, -1, 0, -1, 1]",1,303,159,58
521,"[1, 1, -1, -1, -1, 0, -1, 1, 1]",-1,303,160,58
522,"[-1, 0, 1, 1, 0, 1, -1, -1, 1]",1,304,160,58
523,"[1, 1, 0, -1, -1, -1, 0, 1, 0]",-1,304,161,58
524,"[1, -1, 1, -1, -1, 1, 1, 1, -1]",,304,161,59
525,"[1, -1, 0, 0, 1, 0, -1, 0, 1]",1,305,161,59
526,"[1, 1, -1, 1, -1, -1, -1, 1, 0]",-1,305,162,59
527,"[-1, -1, 1, 1, -1, 1, -1, 1, 1]",1,306,162,59
528,"[1, -1, 1, -1, 1, -1, 1, -1, 1]",1,307,162,59
529,"[1, -1, -1, 1, 1, 1, -1, -1, 1]",1,308,162,59
530,"[-1, -1, 0, 0, 1, -1, 1, 1, 1]",1,309,162,59
531,"[-1, 1, 1, -1, 0, -1, -1, 1, 1]",-1,309,163,59
532,"[-1, 1, 0, 1, -1, 1, 1, -1, -1]",-1,309,164,59
533,"[-1, -1, 1, 0, 1, -1, 1, 1, 0]",1,310,164,59
534,"[-1, -1, -1, 0, 1, 1, -1, 1, 1]",-1,310,165,59
535,"[1, -1, -1, -1, 1, 1, 1, 1, -1]",,310,165,60
536,"[0, 1, -1, -1, 0, -1, 1, 1, 1]",1,311,165,60
537,"[1, 0, 0, 1, 1, -1, -1, -1, 1]",1,312,165,60
538,"[1, -1, 1, -1, 1, -1, -1, 1, 1]",1,313,165,60
539,"[0, 0, -1, 1, -1, 0, -1, 1, 1]",-1,313,166,60
540,"[-1, 0, -1, 1, 1, 1, -1, 0, 1]",1,314,166,60
541,"[1, -1, 1, 1, -1, -1, -1, 1, 1]",,314,166,61
542,"[-1, 1, 1, 1, -1, -1, -1, 1, 1]",,314,166,62
543,"[0, 1, -1, 1, -1, 1, -1, 1, -1]",-1,314,167,62
544,"[1, 1, -1, -1, 1, -1, 1, -1, 1]",1,315,167,62
545,"[1, -1, -1, 0, 1, 0, 1, -1, 1]",1,316,167,62
546,"[-1, 0, 1, -1, 1, -1, -1, 1, 1]",-1,316,168,62
547,"[1, -1, 1, 1, 1, -1, -1, 1, -1]",,316,168,63
548,"[1, -1, -1, 1, 1, 1, -1, 0, 0]",1,317,168,63
549,"[1, 0, 0, -1, 1, -1, -1, 1, 1]",1,318,168,63
550,"[-1, -1, 0, 1, 1, 1, 0, -1, 1]",1,319,168,63
551,"[1, -1, 1, -1, 1, -1, -1, 1, 1]",1,320,168,63
552,"[1, -1, -1, 1, -1, 1, 1, 1, -1]",1,321,168,63
553,"[0, 1, 0, 1, 1, -1, -1, 1, -1]",1,322,168,63
554,"[1, -1, 1, 0, 1, 0, 1, -1, -1]",1,323,168,63
555,"[-1, 0, 1, -1, 0, 1, -1, 1, 0]",-1,323,169,63
556,"[-1, 0, 0, 1, 1, 1, -1, 1, -1]",1,324,169,63
557,"[1, 1, -1, 0, 1, -1, 0, -1, 1]",1,325,169,63
558,"[-1, -1, 1, 1, -1, 1, -1, 1, 1]",1,326,169,63
559,"[-1, -1, 1, -1, 1, 1, 1, 1, -1]",1,327,169,63
560,"[-1, -1, 1, 1, 1, -1, 1, -1, 1]",1,328,169,63
561,"[-1, 1, -1, 0, 1, 1, 0, 1, -1]",1,329,169,63
562,"[-1, 0, 0, 1, 1, 1, 0, -1, 0]",1,330,169,63
563,"[1, 1, -1, 0, -1, -1, 1, 1, -1]",-1,330,170,63
564,"[1, -1, 1, 1, -1, -1, 1, 1, -1]",1,331,170,63
565,"[-1, 0, 1, 0, 1, 1, 1, -1, -1]",1,332,170,63
566,"[-1, 1, 1, 1, -1, 1, -1, -1, 1]",1,333,170,63
567,"[0, 0, 1, -1, 1, 1, 1, -1, -1]",1,334,170,63
568,"[1, 1, -1, -1, 1, 1, -1, -1, 1]",1,335,170,63
569,"[0, 0, -1, 1, 1, 1, 0, -1, 0]",1,336,170,63
570,"[1, 1, -1, -1, -1, 1, 1, 1, -1]",,336,170,64
571,"[1, 1, -1, 0, -1, -1, -1, 1, 1]",-1,336,171,64
572,"[-1, 0, 0, -1, 1, 1, -1, 0, 1]",-1,336,172,64
573,"[1, 1, -1, -1, 1, 1, 1, -1, -1]",,336,172,65
574,"[1, -1, 1, 1, -1, -1, -1, 1, 1]",,336,172,66
575,"[-1, 0, -1, -1, 1, 1, -1, 1, 1]",-1,336,173,66
576,"[1, 1, 1, -1, 0, -1, 0, -1, 1]",1,337,173,66
577,"[-1, 1, -1, 1, 1, -1, 1, -1, 1]",,337,173,67
578,"[1, -1, -1, 1, 1, 1, -1, 1, -1]",1,338,173,67
579,"[1, 1, -1, 1, -1, 0, -1, -1, 1]",-1,338,174,67
580,"[0, 1, -1, -1, 1, 0, 1, 1, -1]",1,339,174,67
581,"[1, 1, -1, -1, 1, 1, -1, -1, 1]",1,340,174,67
582,"[0, -1, 1, -1, 1, -1, 1, 1, 0]",1,341,174,67
583,"[1, -1, -1, 1, 1, 1, -1, 1, -1]",1,342,174,67
584,"[0, 0, 1, -1, -1, -1, 1, 1, 0]",-1,342,175,67
585,"[-1, 0, 1, 1, 1, 1, -1, -1, 0]",1,343,175,67
586,"[0, -1, -1, 1, -1, 1, 1, -1, 1]",-1,343,176,67
587,"[0, -1, 0, 0, -1, 1, 1, -1, 1]",-1,343,177,67
588,"[1, 0, -1, 1, 1, -1, -1, 1, -1]",-1,343,178,67
589,"[1, 0, 1, -1, 1, -1, 1, -1, 0]",1,344,178,67
590,"[1, 1, -1, 1, -1, 0, -1, -1, 1]",-1,344,179,67
591,"[1, 1, -1, -1, -1, -1, 1, 0, 1]",-1,344,180,67
592,"[-1, -1, -1, 0, 1, 0, 0, 1, 1]",-1,344,181,67
593,"[-1, -1, 1, 1, 1, -1, 1, 1, -1]",1,345,181,67
594,"[1, 1, 0, 1, 1, -1, -1, -1, -1]",-1,345,182,67
595,"[-1, 1, -1, -1, 1, 1, 1, -1, 1]",,345,182,68
596,"[1, -1, 1, -1, 1, 1, -1, 1, -1]",,345,182,69
597,"[1, -1, -1, -1, 1, 1, 1, 1, -1]",,345,182,70
598,"[1, 0, -1, 0, 1, -1, -1, 1, 1]",1,346,182,70
599,"[-1, -1, -1, 1, 0, 1, 1, -1, 1]",-1,346,183,70
600,"[-1, 1, 1, -1, 1, -1, 1, -1, 1]",1,347,183,70
601,"[1, -1, -1, -1, 1, 1, -1, 1, 1]",1,348,183,70
602,"[1, 1, 1, 0, 1, -1, -1, 0, -1]",1,349,183,70
603,"[0, 1, 1, 0, -1, 1, -1, -1, 1]",1,350,183,70
604,"[-1, -1, 0, 1, 1, 1, 1, 0, -1]",1,351,183,70
605,"[0, -1, -1, 1, -1, 0, 1, 1, 1]",1,352,183,70
606,"[1, 1, 1, 1, 0, -1, -1, 0, -1]",1,353,183,70
607,"[1, -1, 0, 1, -1, 1, 1, 0, -1]",1,354,183,70
608,"[0, 0, 1, 0, 0, 1, -1, -1, 1]",1,355,183,70
609,"[-1, -1, -1, -1, 1, 1, 0, 1, 1]",-1,355,184,70
610,"[-1, 1, 0, 1, -1, 1, 1, -1, -1]",-1,355,185,70
611,"[1, -1, 1, 1, 1, -1, -1, -1, 1]",1,356,185,70
612,"[-1, 0, 1, 1, -1, 1, 1, -1, -1]",-1,356,186,70
613,"[-1, 1, -1, 1, 1, -1, -1, 1, 1]",1,357,186,70
614,"[-1, 1, -1, -1, 1, 1, -1, 0, 1]",-1,357,187,70
615,"[-1, 1, -1, 1, 1, 0, 0, 1, -1]",1,358,187,70
616,"[0, -1, 0, 0, 0, -1, 1, 1, 1]",1,359,187,70
617,"[1, -1, 1, -1, 1, 1, -1, 1, -1]",,359,187,71
618,"[0, -1, 1, 1, 1, 1, -1, -1, 0]",1,360,187,71
619,"[1, -1, -1, -1, -1, 1, 1, 1, 1]",1,361,187,71
620,"[-1, -1, -1, 1, -1, 1, 1, 1, 0]",-1,361,188,71
621,"[-1, 1, 1, -1, -1, 0, -1, 1, 1]",-1,361,189,71
622,"[0, 1, -1, 0, 1, -1, 0, 1, 0]",1,362,189,71
623,"[1, -1, 0, 1, -1, 1, 0, -1, 0]",-1,362,190,71
624,"[1, 1, 0, -1, -1, -1, 1, 1, -1]",-1,362,191,71
625,"[-1, -1, 1, 1, 1, 1, -1, -1, 1]",1,363,191,71
626,"[1, 1, -1, -1, -1, 1, 1, 1, -1]",,363,191,72
627,"[1, 0, 1, -1, -1, -1, 0, 0, 1]",-1,363,192,72
628,"[1, 1, 0, -1, 1, -1, 0, -1, 1]",1,364,192,72
629,"[0, 1, -1, 1, -1, -1, -1, 1, 1]",-1,364,193,72
630,"[1, 1, -1, 0, -1, 1, -1, 0, 0]",-1,364,194,72
631,"[-1, 0, -1, 0, 0, 0, 1, 1, 1]",1,365,194,72
632,"[0, 1, 1, -1, -1, 1, -1, 0, 1]",1,366,194,72
633,"[-1, 1, 1, -1, 1, -1, 1, -1, 1]",1,367,194,72
634,"[1, 1, 0, -1, -1, -1, 0, 0, 1]",-1,367,195,72
635,"[-1, 1, -1, 1, 1, -1, 1, -1, 1]",,367,195,73
636,"[-1, 1, 1, -1, -1, 1, 1, -1, 1]",1,368,195,73
637,"[1, 1, 1, 1, -1, -1, -1, -1, 1]",1,369,195,73
638,"[-1, 1, -1, -1, 1, 1, 1, -1, 1]",,369,195,74
639,"[1, -1, 1, 1, -1, -1, 1, 1, -1]",1,370,195,74
640,"[1, -1, 0, -1, -1, 0, 1, 1, 1]",1,371,195,74
641,"[1, 1, 0, -1, -1, -1, 0, 0, 1]",-1,371,196,74
642,"[-1, 1, -1, 1, -1, 1, 1, -1, 1]",,371,196,75
643,"[-1, -1, 0, -1, 0, 1, 1, 1, 1]",1,372,196,75
644,"[1, -1, -1, 1, 1, -1, -1, 1, 1]",1,373,196,75
645,"[1, 1, 1, 0, -1, -1, 0, 1, -1]",1,374,196,75
646,"[1, -1, 1, -1, 1, 1, -1, 1, -1]",,374,196,76
647,"[-1, 1, 0, 0, -1, 1, 1, 0, -1]",-1,374,197,76
648,"[-1, 1, 1, 1, -1, -1, -1, 1, 1]",,374,197,77
649,"[-1, 1, 1, -1, 0, 0, -1, 1, 0]",-1,374,198,77
650,"[-1, 1, 1, 1, -1, 1, -1, -1, 1]",1,375,198,77
651,"[-1, -1, 1, 1, -1, 1, 0, 0, 1]",1,376,198,77
652,"[-1, 1, -1, 1, -1, -1, 1, 1, 1]",1,377,198,77
653,"[-1, 1, -1, -1, 1, 1, 1, -1, 1]",,377,198,78
654,"[-1, -1, 1, -1, 1, 1, 1, -1, 1]",1,378,198,78
655,"[0, -1, 1, -1, 0, 1, 0, 0, 1]",1,379,198,78
656,"[-1, -1, 1, -1, 1, 1, 0, 0, 1]",1,380,198,78
657,"[0, 0, 1, -1, -1, -1, 1, 1, 0]",-1,380,199,78
658,"[1, 0, 0, 1, 0, 1, -1, -1, -1]",-1,380,200,78
659,"[-1, -1, 1, -1, 1, 1, 1, 1, -1]",1,381,200,78
660,"[-1, 1, -1, -1, 1, 1, 1, -1, 1]",,381,200,79
661,"[-1, -1, -1, 0, 1, 1, -1, 1, 1]",-1,381,201,79
662,"[1, -1, -1, 1, 1, -1, 0, 1, -1]",-1,381,202,79
663,"[1, -1, 1, -1, 1, 1, -1, 1, -1]",,381,202,80
664,"[0, 0, 1, -1, 1, -1, 1, 1, -1]",1,382,202,80
665,"[-1, 1, -1, 0, -1, 0, 1, 1, 1]",1,383,202,80
666,"[1, 0, 1, -1, 1, -1, 1, 0, -1]",1,384,202,80
667,"[-1, 0, 1, 0, 1, -1, 1, -1, 1]",1,385,202,80
668,"[1, 1, -1, -1, 1, -1, 1, -1, 1]",1,386,202,80
669,"[1, -1, 1, -1, 1, 1, -1, 1, -1]",,386,202,81
670,"[0, -1, 1, -1, 1, -1, 1, 1, 0]",1,387,202,81
671,"[0, 1, 0, 0, 1, 0, -1, 1, -1]",1,388,202,81
672,"[-1, 1, 1, 1, -1, 1, -1, -1, 1]",1,389,202,81
673,"[-1, 0, 0, 0, -1, 0, 1, 1, 1]",1,390,202,81
674,"[-1, -1, 1, 1, 1, -1, -1, 1, 1]",,390,202,82
675,"[-1, 1, -1, -1, 1, 1, -1, 0, 1]",-1,390,203,82
676,"[-1, -1, 1, -1, 1, -1, 1, 1, 1]",1,391,203,82
677,"[-1, -1, -1, 0, 1, 0, 1, 0, 1]",-1,391,204,82
678,"[0, 1, -1, -1, 0, -1, 1, 1, 1]",1,392,204,82
679,"[1, -1, 1, -1, 1, -1, -1, 1, 1]",1,393,204,82
680,"[1, -1, 1, 1, 1, -1, -1, 1, -1]",,393,204,83
681,"[1, 1, -1, -1, 1, 1, -1, -1, 1]",1,394,204,83
682,"[1, 0, -1, 0, -1, 0, -1, 1, 1]",-1,394,205,83
683,"[1, 1, 0, 0, 1, -1, -1, 1, -1]",1,395,205,83
684,"[0, 0, -1, 1, 1, -1, 0, 1, -1]",-1,395,206,83
685,"[1, 0, 0, 1, 1, 0, -1, -1, -1]",-1,395,207,83
686,"[-1, 1, 1, 1, 1, -1, -1, -1, 1]",,395,207,84
687,"[1, 1, 1, 0, -1, -1, 0, 1, -1]",1,396,207,84
688,"[-1, 1, -1, -1, 0, 0, 1, 1, 1]",1,397,207,84
689,"[0, 1, -1, 1, -1, -1, 1, 1, -1]",-1,397,208,84
690,"[-1, 1, -1, 1, 1, 1, -1, 0, 0]",1,398,208,84
691,"[1, 0, 1, 0, 1, -1, -1, -1, 1]",1,399,208,84
692,"[-1, 1, 1, -1, -1, 0, 1, 1, -1]",-1,399,209,84
693,"[-1, -1, 1, -1, 1, 1, 1, 1, -1]",1,400,209,84
694,"[1, 1, 1, -1, -1, 1, 1, -1, -1]",1,401,209,84
695,"[1, 1, 1, -1, 1, -1, 0, -1, 0]",1,402,209,84
696,"[-1, 0, 1, 0, 1, 0, 1, -1, 0]",1,403,209,84
697,"[-1, -1, 1, -1, 1, 1, -1, 1, 0]",-1,403,210,84
698,"[-1, 1, 1, -1, 1, 1, -1, -1, 0]",-1,403,211,84
699,"[-1, -1, -1, 0, 1, 0, 1, 0, 1]",-1,403,212,84
700,"[1, -1, 1, 1, 0, 0, 1, -1, -1]",1,404,212,84
701,"[1, -1, 1, -1, 0, 1, 0, -1, 1]",1,405,212,84
702,"[1, 0, -1, -1, 1, 0, 1, -1, 1]",1,406,212,84
703,"[0, 1, 0, -1, 1, 1, -1, 1, -1]",1,407,212,84
704,"[0, -1, 1, 1, -1, 1, 1, -1, -1]",-1,407,213,84
705,"[1, -1, 0, 1, 1, 1, 0, -1, -1]",1,408,213,84
706,"[0, -1, 1, -1, 1, 1, 1, 0, -1]",1,409,213,84
707,"[0, 1, 1, -1, 1, 0, -1, 1, -1]",1,410,213,84
708,"[-1, 1, -1, 0, 1, 0, 1, 1, -1]",1,411,213,84
709,"[0, 1, -1, 1, -1, 0, -1, 1, 0]",-1,411,214,84
710,"[-1, 1, 1, -1, 1, 1, -1, -1, 0]",-1,411,215,84
711,"[0, -1, -1, -1, 1, 0, 1, 1, 1]",1,412,215,84
712,"[1, 0, 0, 0, 1, -1, 0, -1, 1]",1,413,215,84
713,"[1, 1, -1, -1, -1, 1, 1, -1, 1]",,413,215,85
714,"[-1, 0, 1, 1, 1, 1, 0, -1, -1]",1,414,215,85
715,"[1, -1, 1, 1, -1, 1, -1, 1, -1]",,414,215,86
716,"[1, -1, 1, -1, -1, 1, 1, 1, -1]",,414,215,87
717,"[1, -1, 1, 1, 1, -1, 1, -1, -1]",1,415,215,87
718,"[1, -1, -1, -1, 1, 1, 1, -1, 1]",1,416,215,87
719,"[-1, -1, 1, 1, -1, 1, -1, 1, 1]",1,417,215,87
720,"[-1, 1, 1, -1, -1, 1, 1, -1, 1]",1,418,215,87
721,"[1, -1, 1, -1, -1, 1, 1, 1, -1]",,418,215,88
722,"[1, 1, -1, -1, 1, -1, 1, -1, 1]",1,419,215,88
723,"[-1, -1, 1, 1, -1, -1, 1, 1, 1]",1,420,215,88
724,"[1, -1, 1, -1, 1, -1, 1, 1, -1]",1,421,215,88
725,"[-1, 1, -1, 1, 1, 1, 1, -1, -1]",1,422,215,88
726,"[1, 1, -1, 1, 0, -1, -1, 1, -1]",-1,422,216,88
727,"[1, 0, 1, 1, 1, -1, -1, -1, -1]",-1,422,217,88
728,"[-1, -1, 1, 1, 1, 1, -1, 0, 0]",1,423,217,88
729,"[1, -1, 1, -1, -1, 1, 1, 1, -1]",,423,217,89
730,"[-1, 0, 0, -1, 1, -1, 1, 1, 1]",1,424,217,89
731,"[-1, 1, 1, -1, -1, 1, 1, -1, 1]",1,425,217,89
732,"[-1, -1, 1, 1, -1, 1, 1, -1, 0]",-1,425,218,89
733,"[-1, -1, -1, -1, 1, 1, 1, 1, 0]",-1,425,219,89
734,"[1, 1, -1, 1, -1, 1, -1, -1, 0]",-1,425,220,89
735,"[-1, -1, 1, 0, 1, 1, 1, 0, -1]",1,426,220,89
736,"[-1, 1, -1, 1, 1, -1, 1, -1, 1]",,426,220,90
737,"[1, -1, 0, 0, -1, 1, 0, -1, 1]",-1,426,221,90
738,"[-1, 1, 1, -1, 1, -1, 0, 1, 0]",1,427,221,90
739,"[1, -1, -1, 1, -1, 0, 1, 1, 0]",1,428,221,90
740,"[1, -1, 0, 1, -1, 1, -1, -1, 1]",-1,428,222,90
741,"[0, 1, -1, -1, 1, -1, 1, 1, 0]",1,429,222,90
742,"[1, 1, -1, 1, -1, 0, -1, -1, 1]",-1,429,223,90
743,"[0, 0, 0, -1, 0, -1, 1, 1, 1]",1,430,223,90
744,"[1, -1, 0, -1, -1, 1, 1, -1, 1]",-1,430,224,90
745,"[-1, 1, 1, 0, 1, -1, 1, -1, 0]",1,431,224,90
746,"[1, 1, 0, -1, -1, -1, 1, -1, 1]",-1,431,225,90
747,"[-1, -1, 1, -1, 1, 1, 1, 1, -1]",1,432,225,90
748,"[1, 1, 1, 1, -1, -1, -1, 1, -1]",1,433,225,90
749,"[1, -1, 1, 0, 1, 1, -1, -1, -1]",-1,433,226,90
750,"[-1, 1, -1, -1, 0, 0, 1, 1, 1]",1,434,226,90
751,"[1, -1, 1, 1, 1, 0, -1, -1, -1]",-1,434,227,90
752,"[-1, 0, 0, 1, 1, 1, -1, -1, 1]",1,435,227,90
753,"[1, 1, 0, 0, 1, -1, -1, -1, 1]",1,436,227,90
754,"[1, 0, -1, 0, 1, 0, 0, -1, 1]",1,437,227,90
755,"[1, -1, 1, 0, -1, 1, 0, -1, 0]",-1,437,228,90
756,"[-1, -1, -1, 1, 0, 1, -1, 1, 1]",-1,437,229,90
757,"[1, -1, -1, -1, 1, 1, 1, -1, 1]",1,438,229,90
758,"[1, 1, 1, 0, -1, -1, 0, -1, 1]",1,439,229,90
759,"[1, -1, 1, 1, 0, -1, 1, -1, 0]",1,440,229,90
760,"[1, -1, 1, -1, 1, -1, -1, 1, 1]",1,441,229,90
761,"[-1, -1, 1, 1, 1, -1, 1, -1, 1]",1,442,229,90
762,"[-1, 1, 0, 0, 1, -1, 0, 1, 0]",1,443,229,90
763,"[0, 1, 1, 0, 1, -1, 1, -1, -1]",1,444,229,90
764,"[0, -1, 0, 1, -1, 1, 1, -1, 0]",-1,444,230,90
765,"[1, 1, 1, 0, 0, -1, 1, -1, -1]",1,445,230,90
766,"[-1, -1, 1, 1, 1, -1, -1, 1, 1]",,445,230,91
767,"[-1, 1, 1, 1, 1, -1, -1, -1, 1]",,445,230,92
768,"[1, -1, 0, -1, 0, -1, 1, 1, 1]",1,446,230,92
769,"[1, -1, -1, 1, -1, 0, 1, 1, 0]",1,447,230,92
770,"[-1, 1, 1, 0, -1, 1, 0, 0, -1]",-1,447,231,92
771,"[-1, -1, 1, 1, -1, -1, 1, 1, 1]",1,448,231,92
772,"[1, -1, -1, 1, 0, 0, 1, 0, 0]",1,449,231,92
773,"[0, 1, 0, 1, 1, 0, -1, -1, -1]",-1,449,232,92
774,"[1, 1, 1, -1, 0, -1, 0, -1, 1]",1,450,232,92
775,"[-1, 0, 1, 1, 1, 1, -1, -1, 0]",1,451,232,92
776,"[-1, -1, -1, 1, 0, 1, 1, -1, 1]",-1,451,233,92
777,"[1, -1, -1, 1, -1, 0, -1, 1, 1]",-1,451,234,92
778,"[-1, 0, 1, -1, 1, 1, -1, 1, -1]",-1,451,235,92
779,"[1, -1, -1, -1, 1, 1, 1, -1, 1]",1,452,235,92
780,"[-1, 1, 1, -1, 0, 1, 0, -1, 1]",1,453,235,92
781,"[1, 1, -1, -1, 1, 1, -1, -1, 1]",1,454,235,92
782,"[1, 1, 0, -1, 1, -1, -1, 1, 0]",1,455,235,92
783,"[1, 1, -1, -1, 1, -1, -1, 1, 1]",1,456,235,92
784,"[-1, -1, 1, 0, 0, 1, 1, -1, 1]",1,457,235,92
785,"[-1, -1, 1, 1, -1, 1, 1, -1, 0]",-1,457,236,92
786,"[-1, 1, -1, 1, 1, -1, 1, 0, -1]",-1,457,237,92
787,"[-1, 1, 1, 1, -1, -1, 1, -1, 1]",,457,237,93
788,"[1, 1, 1, -1, 0, 0, -1, 0, 0]",1,458,237,93
789,"[-1, 1, 1, 1, 1, -1, -1, 1, -1]",1,459,237,93
790,"[1, -1, -1, 1, 1, -1, -1, 1, 1]",1,460,237,93
791,"[1, 1, -1, -1, -1, 1, 1, 1, -1]",,460,237,94
792,"[0, -1, -1, -1, 1, 0, 1, 1, 1]",1,461,237,94
793,"[1, 1, -1, 1, 1, -1, 0, -1, -1]",-1,461,238,94
794,"[-1, 1, 1, 1, 1, -1, 1, -1, -1]",1,462,238,94
795,"[-1, -1, 1, 1, 1, -1, 1, -1, 1]",1,463,238,94
796,"[1, 1, -1, 1, -1, -1, 1, -1, 1]",1,464,238,94
797,"[1, 0, -1, 0, -1, 0, -1, 1, 1]",-1,464,239,94
798,"[1, 1, -1, 1, -1, -1, -1, 1, 0]",-1,464,240,94
799,"[-1, 1, -1, 0, 1, -1, 1, 1, 0]",1,465,240,94
800,"[0, 1, 1, 1, 1, -1, -1, -1, -1]",-1,465,241,94
801,"[1, -1, 1, 1, 1, -1, 1, -1, -1]",1,466,241,94
802,"[-1, -1, 1, 1, -1, 1, 0, 1, -1]",-1,466,242,94
803,"[0, 0, -1, -1, -1, 1, 1, 1, 1]",1,467,242,94
804,"[1, 1, -1, -1, 1, -1, 1, -1, 1]",1,468,242,94
805,"[1, 0, -1, 1, 1, 1, -1, -1, 0]",1,469,242,94
806,"[1, 1, 0, 0, 1, -1, -1, -1, 1]",1,470,242,94
807,"[-1, 1, 1, -1, -1, 1, 1, -1, 1]",1,471,242,94
808,"[-1, 1, 1, 0, 1, 0, -1, 1, -1]",1,472,242,94
809,"[1, 1, 1, 1, -1, -1, -1, 1, -1]",1,473,242,94
810,"[1, 1, 1, -1, -1, 1, 0, 0, -1]",1,474,242,94
811,"[0, 0, 1, 1, -1, 1, -1, -1, 1]",1,475,242,94
812,"[-1, 1, 1, 1, -1, 0, -1, 1, -1]",-1,475,243,94
813,"[-1, -1, 1, 1, 1, -1, 1, 1, -1]",1,476,243,94
814,"[1, 0, 0, 1, 0, -1, 1, 0, -1]",1,477,243,94
815,"[1, 0, 0, 0, 1, 1, -1, -1, -1]",-1,477,244,94
816,"[-1, 1, -1, -1, 1, 1, 1, -1, 1]",,477,244,95
817,"[0, 1, 0, -1, 1, 0, 0, 1, -1]",1,478,244,95
818,"[1, -1, 1, 0, 1, 1, -1, -1, -1]",-1,478,245,95
